Gratis,
El cuerpo,
La mano,
El dedo,
El pie,
Los dedos de pie,
La pierna,
El brazo,
La cabeza,
El pelo,
La cara,
El ojo,
La nariz,
Los mocos,
La oreja,
La boca,
Los dientes,
La lengua,
La sangre,
La rodilla,
El hombro,
El estómago,
El corazón,
El codo,
El cerebro
